Keyword Stats 2026-06-18 at 20_22_19
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
förderung kfw solaranlage	EUR	50	0%	0%	Hoch	73	"0,48"	"3,43"																	
kosten nutzen rechnung pv anlage	EUR	50	0%	0%	Hoch	86	"1,03"	"2,85"																	
solaranlage wallbox kosten	EUR	50	0%	0%	Hoch	75	"1,24"	"2,80"																	
heizung mit photovoltaik kosten	EUR	50	0%	0%	Hoch	86																			
photovoltaik erweiterung förderung	EUR	50	0%	0%	Mittel	56	"0,72"	"2,54"																	
tesla powerwall kosten	EUR	50	-90%	0%	Hoch	100	"0,90"	"3,13"																	
solardach carport kosten	EUR	50	0%	0%	Hoch	71	"0,91"	"2,74"																	
wieviel kostet ein solardach	EUR	50	0%	∞	Hoch	83	"1,96"	"5,28"																	
förderung für speicher photovoltaik	EUR	50	0%	0%	Hoch	86																			
beg förderung pv anlage	EUR	50	0%	0%	Hoch	71	"0,51"	"1,77"																	
pv amortisation	EUR	500	-90%	-90%	Mittel	55	"0,97"	"2,83"																	
zuschuss batteriespeicher	EUR	50	0%	0%	Mittel	49	"0,39"	"1,52"																	
kosten tesla powerwall	EUR	50	-90%	0%	Hoch	100	"0,90"	"3,13"																	
pv anlage speicher förderung	EUR	50	0%	0%	Hoch	82	"1,14"	"3,62"																	
schneefang solaranlage	EUR	50	0%	0%	Hoch	100	"0,39"	"0,86"																	
photovoltaik balkongeländer kosten	EUR	50	-100%	-100%	Unbekannt																				
sax power speicher preis	EUR	50	-90%	0%	Hoch	100	"0,14"	"1,47"																	
pv für einfamilienhaus	EUR	50	0%	0%	Hoch	86	"2,22"	"4,01"																	
photovoltaik zweifamilienhaus kosten	EUR	50	0%	∞	Hoch	81	"2,24"	"5,08"																	
15 kw solaranlage kosten	EUR	50	0%	0%	Hoch	86																			
photovoltaik kleinunternehmer 2023	EUR	50	0%	-100%	Unbekannt																				
solarmodule reinigen preis	EUR	50	∞	0%	Mittel	57																			
steuererklärung mit pv anlage	EUR	500	0%	-90%	Niedrig	14	"0,01"	"1,57"																	
kfw pv anlage kredit	EUR	500	0%	900%	Hoch	78	"0,52"	"4,40"																	
kosten photovoltaikanlage 2022	EUR	0	0%	0%	Unbekannt																				
pv anlage wann lohnt sich ein speicher	EUR	50	0%	0%	Hoch	73	"0,77"	"2,50"																	
solar warmwasser garten	EUR	500	0%	0%	Hoch	100	"0,06"	"0,26"																	
staatliche förderung pv	EUR	50	0%	0%	Hoch	70	"1,24"	"3,27"																	
solaranlagen für einfamilienhaus	EUR	500	0%	0%	Hoch	99	"1,96"	"6,78"																	
dach photovoltaik kosten	EUR	50	0%	0%	Hoch	95	"1,40"	"4,01"																	
pv anlage steuererklärung 2022	EUR	50	∞	0%	Niedrig	0																			
pv anlage liebhaberei	EUR	50	0%	0%	Niedrig	3																			
lohnen sich balkon solaranlagen	EUR	50	0%	∞	Hoch	100																			
kosten batteriespeicher 10 kwh	EUR	50	0%	0%	Hoch	100	"0,52"	"2,16"																	
förderung pv anlage unternehmen	EUR	50	0%	0%	Hoch	82	"0,81"	"4,30"																	
umsatzsteuer bei pv anlagen	EUR	5000	0%	-90%	Niedrig	11	"0,01"	"1,02"																	
monatliche kosten solaranlage	EUR	50	0%	0%	Hoch	86																			
kfw zuschuss für photovoltaik	EUR	50	0%	0%	Hoch	86																			
photovoltaik komplettanlage 3 kwp	EUR	50	0%	0%	Mittel	36																			
wieviel förderung bekommt man für photovoltaik	EUR	50	0%	0%	Hoch	83	"1,22"	"2,53"																	
10 kwp anlage mit speicher kosten	EUR	500	0%	900%	Hoch	99	"1,89"	"5,39"																	
kfw pv anlage zuschuss	EUR	50	0%	0%	Mittel	54	"0,36"	"3,46"																	
solaranlagen steuerfrei ab 2023	EUR	50	∞	∞	Hoch	71																			
förderung photovoltaik mit wärmepumpe	EUR	50	0%	0%	Hoch	71	"4,60"	"7,07"																	
kosten photovoltaik mit speicher 5 kwp	EUR	50	0%	0%	Mittel	50																			
pv speicher amortisation rechner	EUR	50	0%	0%	Mittel	50	"0,59"	"1,55"																	
wieviel kwp braucht ein einfamilienhaus	EUR	50	0%	0%	Mittel	63	"1,48"	"3,62"																	
entsorgung pv module kosten	EUR	50	-90%	-90%	Mittel	47	"0,70"	"1,41"																	
solar panel für warmwasser	EUR	50	0%	900%	Hoch	100	"0,21"	"1,56"																	
solaranlagen preise 2022	EUR	50	0%	0%	Unbekannt																				
freiland pv anlage kosten	EUR	50	0%	∞	Hoch	100																			
photovoltaikanlage mit speicher komplettpaket förderung	EUR	50	0%	∞	Hoch	100																			
5 kwh photovoltaik kosten	EUR	50	0%	0%	Hoch	100																			
förderung photovoltaik wärmepumpe	EUR	50	0%	0%	Hoch	84	"1,79"	"4,78"																	
lohnt sich eine kleine pv anlage	EUR	50	0%	0%	Mittel	65	"1,70"	"6,17"																	
lohnt sich ein speicher für pv	EUR	50	-100%	-100%	Unbekannt																				
eternit solardach kosten	EUR	0	0%	0%	Unbekannt																				
dachziegel mit solar kosten	EUR	50	0%	0%	Hoch	100																			
leistung solaranlage einfamilienhaus	EUR	50	0%	0%	Hoch	86	"1,32"	"2,75"																	
10 kw solaranlage preis	EUR	50	0%	0%	Hoch	98	"1,34"	"3,68"																	
wieviel solarfläche für einfamilienhaus	EUR	50	0%	0%	Mittel	51	"1,44"	"3,65"																	
photovoltaik auf einfamilienhaus	EUR	50	0%	0%	Niedrig	17																			
kosten solarwatt module	EUR	50	0%	0%	Mittel	62																			
strom cloud mit speicher	EUR	50	0%	-100%	Unbekannt																				
umsatzsteuer für pv anlage	EUR	50	0%	0%	Niedrig	24	"0,01"	"1,12"																	
investitionskosten photovoltaik	EUR	50	0%	0%	Hoch	86																			
einspeisevergütung solar 2023	EUR	50	0%	0%	Niedrig	0																			
solaranlage kfw kredit	EUR	50	0%	0%	Hoch	84	"1,33"	"7,77"																	
solarzellen reinigen kosten	EUR	50	0%	0%	Mittel	48																			
steuern sparen mit solaranlagen	EUR	50	0%	0%	Hoch	75	"1,59"	"6,89"																	
photovoltaik für efh	EUR	50	0%	0%	Hoch	79	"0,87"	"2,48"																	
pv anlage strom verkaufen preis	EUR	50	0%	0%	Mittel	61	"0,46"	"1,60"																	
solaranlage strom kosten	EUR	50	0%	0%	Mittel	57																			
solaranlage mit pufferspeicher kosten	EUR	50	0%	0%	Hoch	71	"1,28"	"2,48"																	
photovoltaik nachführsysteme preis	EUR	50	∞	0%	Hoch	100																			
3 kw solaranlage preis	EUR	50	0%	0%	Unbekannt																				
photovoltaik überdachung kosten	EUR	50	0%	0%	Hoch	86																			
photovoltaik nur für eigenbedarf förderung	EUR	50	0%	0%	Unbekannt																				
förderung unternehmen photovoltaik	EUR	50	0%	0%	Hoch	71	"0,09"	"5,22"																	
kosten photovoltaik 60 qm	EUR	50	0%	0%	Hoch	86																			
photovoltaik nutzen berechnen	EUR	50	0%	∞	Hoch	86																			
20 kwp photovoltaikanlage mit speicher kosten	EUR	50	0%	0%	Hoch	100	"2,08"	"5,82"																	
kosten photovoltaik mit speicher 8 kwp	EUR	50	0%	0%	Hoch	81	"1,06"	"3,25"																	
balkonkraftwerk einfamilienhaus	EUR	50	0%	0%	Hoch	100	"1,04"	"3,39"																	
kosten für solarpanel	EUR	50	0%	0%	Hoch	96	"1,59"	"5,96"																	
steuererklärung solaranlage	EUR	50	0%	0%	Niedrig	27	"0,12"	"1,80"																	
aktuelle kosten für photovoltaikanlagen	EUR	50	-100%	-100%	Unbekannt																				
förderung wärmepumpe photovoltaik	EUR	50	0%	0%	Mittel	65	"1,33"	"6,42"																	
thüringer aufbaubank förderung photovoltaik	EUR	50	0%	0%	Hoch	67	"1,58"	"3,87"																	
20 kwh speicher preis	EUR	50	0%	0%	Hoch	100	"0,19"	"1,97"																	
solaranlage auf dem dach lohnt sich das	EUR	50	0%	0%	Hoch	86																			
rentiert sich solaranlage	EUR	50	0%	0%	Hoch	75	"0,86"	"2,70"																	
solarmodule für warmwasser und heizung	EUR	50	0%	0%	Hoch	100	"1,24"	"3,77"																	
staatliche unterstützung photovoltaik	EUR	50	0%	0%	Hoch	86																			
rechnet sich photovoltaik mit speicher	EUR	50	∞	0%	Hoch	86																			
warmwasser solarmodul	EUR	500	0%	0%	Hoch	100	"0,17"	"2,31"																	
stromkollektoren preise	EUR	50	-100%	-100%	Unbekannt																				
senec solarmodule preise	EUR	50	0%	0%	Hoch	89	"1,30"	"3,02"																	
subventionierung solaranlagen	EUR	50	0%	0%	Hoch	86																			
dachziegel solar kosten	EUR	50	0%	0%	Hoch	84	"0,75"	"2,44"																	
polykristalline solarmodule preis	EUR	50	0%	0%	Hoch	100																			
solaranlage wie viel strom	EUR	50	0%	0%	Hoch	71																			
umsatzsteuervoranmeldung pv anlage wiso	EUR	50	0%	0%	Unbekannt																				
pv anlage steuerung	EUR	50	0%	-90%	Hoch	100	"0,95"	"2,02"																	
kosten 10 kwp photovoltaik	EUR	50	0%	0%	Hoch	93	"1,56"	"4,22"																	
preise für komplette photovoltaikanlagen	EUR	50	0%	∞	Hoch	86																			
steuern sparen photovoltaik	EUR	50	0%	0%	Mittel	43	"1,09"	"4,35"																	
wärmepumpe pv anlage kosten	EUR	50	0%	0%	Hoch	85	"4,34"	"13,30"																	
photovoltaik freiflächenanlagen kosten pro hektar	EUR	50	-100%	-100%	Unbekannt																				
solaranlage auf dach förderung	EUR	50	-100%	-100%	Unbekannt																				
photovoltaikanlage mit batteriespeicher kosten	EUR	50	0%	0%	Niedrig	24																			
solarplatten für warmwasser preise	EUR	50	0%	0%	Hoch	99	"0,25"	"2,10"																	
photovoltaik aktuelle förderung	EUR	500	-90%	-90%	Hoch	79	"1,39"	"3,57"																	
solar für wasser und heizung kosten	EUR	50	0%	0%	Hoch	93																			
umsatzsteuer solaranlage 2023	EUR	50	-100%	-100%	Unbekannt																				
kosten solarzaun	EUR	50	0%	0%	Hoch	100	"0,53"	"0,96"																	
2 kw solaranlage preis	EUR	50	0%	0%	Mittel	43																			
entsorgung photovoltaik kosten	EUR	50	0%	0%	Hoch	67																			
kosten wärmepumpe mit photovoltaik einfamilienhaus	EUR	50	0%	-90%	Hoch	79	"1,68"	"5,14"																	
förderung photovoltaik speicher 2023	EUR	50	0%	0%	Unbekannt																				
komplettpreis photovoltaikanlage	EUR	50	0%	0%	Hoch	86	"3,17"	"8,53"																	
wärmepumpe mit solarthermie und photovoltaik kosten	EUR	50	0%	0%	Hoch	82	"1,12"	"3,79"																	
enbw solar förderung	EUR	50	0%	0%	Mittel	46	"1,84"	"5,35"																	
photovoltaik auf gewerbehalle steuer	EUR	50	0%	0%	Niedrig	14																			
pv steuerfrei	EUR	500	0%	0%	Niedrig	9	"0,39"	"2,53"																	
pv staatliche förderung	EUR	50	0%	0%	Hoch	78	"1,29"	"4,15"																	
bafa antrag photovoltaik	EUR	50	0%	0%	Mittel	38																			
sma speicher preis	EUR	50	0%	0%	Hoch	100																			
steuerbefreiung pv anlage 2023	EUR	50	0%	0%	Niedrig	0																			
förderungen für photovoltaik 2022	EUR	50	∞	∞	Mittel	57																			
batterien für pv anlagen preise	EUR	50	0%	0%	Hoch	100	"0,97"	"2,14"																	
pv anlage 20 qm	EUR	50	0%	0%	Hoch	100	"3,05"	"6,54"																	
preis photovoltaikanlage pro kwp	EUR	50	0%	0%	Hoch	86																			
varta pulse neo 3 preis	EUR	50	0%	0%	Hoch	97	"1,02"	"2,09"																	
photovoltaik ersatzstrom kosten	EUR	50	0%	0%	Mittel	62																			
kosten trafostation photovoltaik	EUR	50	0%	-100%	Unbekannt																				
energiespeicher kosten	EUR	50	0%	0%	Hoch	100	"0,75"	"1,87"																	
pv anlagen reinigen kosten	EUR	500	0%	0%	Hoch	92	"0,48"	"1,62"																	
photovoltaik bezuschussung	EUR	50	0%	0%	Hoch	84	"1,29"	"4,75"																	
solaranlage für warmwasser und heizung kosten	EUR	50	0%	0%	Hoch	96	"1,01"	"5,71"																	
pv anlage umsatzsteuererklärung	EUR	500	0%	0%	Niedrig	7	"0,74"	"6,08"																	
ac anschluss pv anlage kosten	EUR	50	0%	0%	Mittel	38	"0,50"	"2,92"																	
kosten solarthermieanlage	EUR	500	0%	0%	Hoch	97	"0,94"	"2,85"																	
umsatzsteuer photovoltaikanlage	EUR	500	0%	0%	Niedrig	17	"0,01"	"0,89"																	
installationskosten photovoltaik	EUR	50	0%	0%	Hoch	86																			
kosten kwp pv	EUR	50	0%	0%	Mittel	66	"1,13"	"2,92"																	
solar komplettanlage warmwasser	EUR	50	0%	0%	Hoch	100	"0,74"	"2,35"																	
photovoltaikanlage haus kosten	EUR	50	0%	0%	Hoch	90	"1,02"	"3,22"																	
8 kwp photovoltaikanlage kosten	EUR	50	0%	0%	Hoch	93	"2,34"	"3,85"																	
kommunale förderung photovoltaik	EUR	50	0%	0%	Hoch	72	"1,05"	"3,99"																	
solar panel einfamilienhaus	EUR	50	0%	-100%	Unbekannt																				
kosten pv anlage 10 kw	EUR	50	0%	0%	Hoch	91	"2,05"	"4,91"																	
ennogie solardach preis	EUR	50	0%	0%	Mittel	61	"1,09"	"2,02"																	
stecker solaranlage förderung	EUR	50	∞	0%	Niedrig	0																			
kosten für photovoltaik 50 qm	EUR	50	0%	0%	Hoch	86																			
solarthermie warmwasser kosten	EUR	50	0%	0%	Hoch	91	"0,78"	"2,89"																	
solaranlage für warmwasser heizung und strom	EUR	50	-100%	-100%	Unbekannt																				
solardach kosten pro m2	EUR	50	0%	0%	Hoch	81	"1,21"	"3,25"																	
solaranlage warmwasser set	EUR	50	0%	0%	Hoch	100																			
solarpanel förderung 2022	EUR	50	0%	0%	Unbekannt																				
wieviel strom pro qm photovoltaik	EUR	50	0%	0%	Mittel	49	"0,86"	"1,51"																	
batteriespeicher kosten pro kwh	EUR	500	0%	0%	Hoch	100	"0,77"	"2,11"																	
taubenabwehr solaranlage kosten	EUR	50	0%	0%	Hoch	100																			
gibt es noch fördermittel für solaranlagen	EUR	50	0%	0%	Hoch	77	"0,99"	"3,61"																	
pv großanlagen förderung	EUR	50	0%	0%	Niedrig	5																			
kosten 12 qm solaranlage	EUR	50	0%	0%	Hoch	76																			
preis stromspeicher photovoltaik	EUR	50	0%	0%	Hoch	100	"0,91"	"2,12"																	
stromspeicher förderung kfw	EUR	50	0%	0%	Mittel	62	"0,30"	"2,39"																	
dach pv anlage kosten	EUR	50	0%	0%	Hoch	83	"2,09"	"5,47"																	
pv anlage 10 kw preis	EUR	50	0%	0%	Hoch	76	"2,02"	"6,11"																	
photovoltaik flachdach montagesystem preis	EUR	50	0%	0%	Hoch	100																			
freiland solaranlagen kosten	EUR	50	0%	0%	Hoch	86																			
kfw darlehen solar	EUR	50	0%	0%	Hoch	78	"0,43"	"5,01"																	
kosten solarspeicher 10 kw	EUR	50	0%	0%	Hoch	100	"0,78"	"1,71"																	
kfw photovoltaik förderung 274	EUR	50	0%	0%	Niedrig	14																			
speicher für photovoltaik förderung	EUR	50	0%	0%	Hoch	86																			
solaranlage für warmwasser kaufen	EUR	50	0%	0%	Hoch	100	"0,51"	"3,74"																	
sab förderung photovoltaik	EUR	50	0%	0%	Mittel	60	"0,58"	"3,63"																	
subventionen für photovoltaik	EUR	50	0%	0%	Hoch	84	"0,93"	"2,30"																	
solaranlage warmwasser buderus	EUR	50	0%	0%	Hoch	100																			
eür photovoltaik elster ausfüllhilfe	EUR	50	∞	0%	Mittel	36																			
pv anlage haus kosten	EUR	50	0%	0%	Hoch	77	"1,63"	"5,32"																	
solarwatt speicher kosten	EUR	50	0%	0%	Hoch	71																			
ewr photovoltaik förderung	EUR	50	-100%	-100%	Unbekannt																				
kosten photovoltaik und speicher	EUR	50	-100%	-100%	Unbekannt																				
pv anlage durchschnittliche kosten	EUR	50	0%	0%	Hoch	75	"1,55"	"5,04"																	
wieviel strom erzeugt eine 5 kwp photovoltaikanlage im jahr	EUR	50	0%	0%	Hoch	73	"0,86"	"2,39"																	
solaranlage 3 familienhaus kosten	EUR	50	0%	0%	Hoch	83	"1,92"	"5,10"																	
wartungskosten pv anlage pro kwp	EUR	50	0%	0%	Niedrig	22																			
lohnt sich eine photovoltaikanlage 2022	EUR	50	-100%	0%	Unbekannt																				
solar warmwasser röhrenkollektor	EUR	50	0%	0%	Hoch	100	"0,31"	"1,15"																	
kosten 10 kwh speicher	EUR	50	0%	0%	Hoch	100	"0,59"	"2,35"																	
pv und wärmepumpe förderung	EUR	50	0%	0%	Hoch	80	"3,83"	"12,57"																	
photovoltaikanlagen reinigen preise	EUR	50	0%	0%	Hoch	75	"0,63"	"2,65"																	
zuschuss pv anlage 2022	EUR	50	-100%	-100%	Unbekannt																				
speicherbatterie photovoltaik preise	EUR	50	0%	0%	Hoch	100																			
neue solarförderung 2023	EUR	0	0%	0%	Unbekannt																				
steuererklärung für photovoltaikanlage selber machen	EUR	50	∞	0%	Hoch	71																			
kosten photovoltaik panel	EUR	50	0%	0%	Hoch	100	"0,92"	"2,18"																	
kosten nutzen rechnung photovoltaik	EUR	50	0%	0%	Hoch	86																			
solar thüringen förderung	EUR	50	0%	0%	Hoch	82	"0,68"	"6,03"																	
photovoltaik förderung staat	EUR	50	0%	0%	Mittel	43																			
kosten für solardach	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik 5 5 kwp	EUR	50	0%	0%	Hoch	75	"0,89"	"2,87"																	
kosten solarpark pro hektar	EUR	50	0%	0%	Mittel	43																			
pv anlage kosten kwp	EUR	50	0%	0%	Hoch	67	"1,22"	"3,52"																	
photovoltaik förderung antrag	EUR	50	∞	0%	Hoch	86																			
fördermöglichkeit photovoltaik	EUR	50	-100%	-100%	Unbekannt																				
photovoltaik für eigenbedarf kosten	EUR	50	-100%	-100%	Unbekannt																				
kosten solaranlage für warmwasser	EUR	500	0%	0%	Hoch	100	"1,00"	"2,92"																	
smartsteuer pv anlage	EUR	50	0%	0%	Niedrig	14																			
pv stromspeicher förderung	EUR	50	0%	-100%	Unbekannt																				
photovoltaik kosten mehrfamilienhaus	EUR	50	0%	0%	Hoch	79																			
virtueller speicher strom	EUR	50	0%	0%	Hoch	86	"0,92"	"2,31"																	
kfw förderung für photovoltaikanlagen	EUR	500	0%	900%	Hoch	70	"0,84"	"3,20"																	
wieviel strom erzeugt eine 10 kwp anlage im jahr	EUR	50	0%	0%	Hoch	68	"1,11"	"2,50"																	
kosten pv speicher pro kwh	EUR	50	0%	0%	Hoch	79	"0,67"	"2,21"																	
förderung photovoltaikanlage mit speicher	EUR	50	0%	0%	Hoch	81	"1,84"	"5,63"																	
warmwasser über pv anlage	EUR	50	0%	-90%	Hoch	100	"0,31"	"1,76"																	
pv eigenverbrauch steuer	EUR	50	0%	0%	Hoch	76																			
umsatzsteuer eigenverbrauch pv anlage	EUR	50	0%	0%	Niedrig	3																			
batteriespeicher 20 kwh preis	EUR	50	0%	0%	Hoch	100	"0,17"	"1,81"																	
photovoltaik m2 preis	EUR	50	0%	0%	Hoch	71																			
photovoltaikanlage inkl speicher kosten	EUR	50	-100%	-100%	Unbekannt																				
förderung zuschuss photovoltaik	EUR	50	0%	0%	Mittel	64																			
eür photovoltaik ausfüllhilfe 2021	EUR	0	0%	0%	Unbekannt																				
solar balkongeländer kosten	EUR	50	0%	0%	Hoch	96	"0,85"	"1,56"																	
kollektoren warmwasser und heizungsunterstützung	EUR	50	0%	0%	Hoch	100																			
förderprogramme photovoltaik 2022	EUR	50	0%	0%	Unbekannt																				
warmwasser wärmepumpe solarthermie	EUR	50	0%	0%	Hoch	100	"0,43"	"1,69"																	
solar kostenrechner	EUR	50	0%	0%	Mittel	43																			
kfw solarförderung 275	EUR	50	0%	-100%	Unbekannt																				
warmwasser pufferspeicher photovoltaik	EUR	50	0%	0%	Hoch	100																			
kosten solaranlage efh	EUR	50	0%	0%	Mittel	57																			
10 kw peak anlage kosten	EUR	50	-100%	-100%	Unbekannt																				
steuern sparen solaranlage	EUR	50	0%	0%	Niedrig	19																			
solar auf dem dach lohnt sich das	EUR	50	0%	0%	Hoch	77	"1,00"	"3,52"																	
taxfix pv anlage	EUR	50	0%	0%	Niedrig	0																			
kosten solaranlage 20 qm	EUR	50	0%	0%	Hoch	100																			
7 kw photovoltaik kosten	EUR	50	0%	∞	Hoch	71																			
kosten 100m2 photovoltaik	EUR	50	-100%	0%	Unbekannt																				
photovoltaikanlage mit speicher für einfamilienhaus kosten	EUR	50	0%	0%	Hoch	97	"1,50"	"3,14"																	
kosten solaranlage mit speicher warmwasser	EUR	50	0%	0%	Hoch	71	"1,30"	"2,80"																	
photovoltaik 3 5 kwp preis	EUR	50	∞	0%	Hoch	81	"0,89"	"1,89"																	
photovoltaik 10 kwh kosten	EUR	50	∞	0%	Mittel	43																			
preis pv anlage 6 kwp	EUR	50	0%	0%	Hoch	86	"2,14"	"6,28"																	
solarstrom cloud kosten	EUR	50	0%	0%	Hoch	79																			
kosten photovoltaik 7 kwp	EUR	50	0%	0%	Hoch	86																			
100 qm pv anlage kosten	EUR	50	0%	0%	Hoch	75	"1,07"	"3,57"																	
pv anlage lohnt sich ein speicher	EUR	50	0%	0%	Hoch	71	"1,06"	"3,23"																	
höhe förderung photovoltaik	EUR	50	0%	0%	Mittel	43																			
