Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
kosten wärmepumpe einbau	EUR	50	0%	0%	Hoch	83	"1,88"	"5,08"																	
heizung erdsonde	EUR	50	0%	0%	Mittel	65	"0,55"	"2,15"																	
umrüstung ölheizung auf wärmepumpe kosten	EUR	50	-90%	0%	Hoch	77	"2,15"	"7,91"																	
wärmepumpe erdwärme altbau	EUR	50	0%	0%	Hoch	84	"1,10"	"3,68"																	
plattenwärmetauscher warmwasser	EUR	50	0%	0%	Hoch	100	"0,49"	"1,44"																	
installationskosten wärmepumpe	EUR	50	0%	0%	Hoch	77	"1,71"	"5,03"																	
klimaanlage mit wärmepumpe förderung	EUR	50	0%	0%	Hoch	80	"0,80"	"5,09"																	
altbau und wärmepumpe	EUR	50	0%	0%	Hoch	81	"1,20"	"3,21"																	
erdwärmebohrung kosten pro kw	EUR	50	0%	0%	Niedrig	0																			
photovoltaik mit speicher und wärmepumpe kosten	EUR	50	0%	0%	Hoch	93	"3,68"	"11,07"																	
luft wärmepumpe 25 kw preis	EUR	50	0%	0%	Hoch	100	"1,38"	"3,49"																	
ersatz gasheizung durch wärmepumpe	EUR	50	0%	0%	Hoch	94	"2,45"	"5,42"																	
wärmepumpe beantragen	EUR	50	0%	0%	Hoch	85	"4,07"	"12,41"																	
wärmepumpe fussbodenheizung und warmwasser	EUR	50	0%	0%	Hoch	93	"1,36"	"4,56"																	
stromverbrauch einer luftwärmepumpe	EUR	50	0%	0%	Mittel	55	"0,34"	"2,03"																	
kosten wärmepumpe doppelhaushälfte	EUR	50	0%	0%	Hoch	77	"2,08"	"6,56"																	
warmwasser wärmepumpe mit 2 wärmetauscher	EUR	50	0%	0%	Hoch	96	"0,56"	"1,44"																	
ele wärmepumpenstrom	EUR	50	0%	0%	Hoch	73	"0,84"	"2,68"																	
gas wärmepumpe hybrid förderung	EUR	50	0%	0%	Mittel	63	"0,95"	"4,14"																	
wieviel kwh verbraucht eine wärmepumpe	EUR	500	900%	0%	Mittel	65	"0,32"	"1,48"																	
wärmepumpe zuschuss staat	EUR	50	0%	0%	Mittel	52																			
bafa förderung wärmepumpe altbau	EUR	50	0%	0%	Hoch	71																			
beste luft wasser wärmepumpe für altbauten	EUR	500	0%	0%	Hoch	99	"1,23"	"3,22"																	
luftwärmepumpe kosten mit einbau	EUR	50	900%	900%	Hoch	80	"1,43"	"5,76"																	
solaranlage und wärmepumpe kosten	EUR	500	-90%	0%	Hoch	83	"1,97"	"10,05"																	
kosten für erdwärmebohrung	EUR	50	0%	0%	Hoch	82	"0,64"	"1,90"																	
luftwärmepumpe kaufen preis	EUR	50	0%	0%	Hoch	100	"0,87"	"3,17"																	
stromverbrauch luftwärmepumpe rechner	EUR	50	0%	0%	Hoch	71																			
kosten erdwärmesonde	EUR	500	-90%	-90%	Mittel	64	"0,64"	"2,64"																	
wärmepumpenheizung preis	EUR	50	0%	0%	Hoch	100	"1,12"	"3,41"																	
stromverbrauch brauchwasserwärmepumpe	EUR	500	0%	0%	Mittel	65	"0,16"	"0,95"																	
pv anlage mit wärmepumpe kosten	EUR	50	-90%	0%	Hoch	83	"3,69"	"12,67"																	
wärmepumpe für 130 qm	EUR	50	0%	0%	Hoch	93	"1,48"	"3,86"																	
wärmepumpe ersatz für gastherme	EUR	50	0%	0%	Hoch	99	"1,27"	"4,06"																	
buderus gasheizungen	EUR	5000	0%	0%	Hoch	100	"0,32"	"1,77"																	
zuschüsse für digitalisierung	EUR	50	0%	0%	Hoch	71	"0,76"	"4,03"																	
die beste wärmepumpe für altbau	EUR	500	0%	900%	Hoch	100	"1,00"	"3,06"																	
einfamilienhaus wärmepumpe kosten	EUR	50	0%	0%	Hoch	99	"1,21"	"3,69"																	
brauchwasser wärmepumpe förderung 2022	EUR	50	0%	0%	Unbekannt																				
luft wasser wärmepumpe monatliche kosten	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe verbrauch	EUR	50	0%	0%	Mittel	41	"0,23"	"1,72"																	
wärmepumpe zuschuss beantragen	EUR	50	0%	0%	Hoch	84	"0,92"	"3,75"																	
wärmepumpe jahresverbrauch	EUR	500	0%	0%	Mittel	47	"0,36"	"1,51"																	
erdwärme tiefenbohrung preise	EUR	50	0%	0%	Hoch	81																			
förderung warmwasser wärmepumpe 2022	EUR	50	0%	0%	Unbekannt																				
umbau gasheizung auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	80	"2,12"	"7,49"																	
kosten tiefenbohrung erdwärme	EUR	500	0%	0%	Hoch	68	"0,64"	"2,49"																	
erdwärme wärmepumpe kosten	EUR	500	0%	0%	Hoch	81	"1,17"	"3,97"																	
warmwasser wärmepumpe 120 liter	EUR	50	-90%	-90%	Hoch	100	"0,21"	"1,15"																	
wärmepumpe für 3 familienhaus kosten	EUR	50	0%	0%	Hoch	84	"1,17"	"3,62"																	
vaillant wärmepumpe preisliste	EUR	50	0%	0%	Hoch	100	"0,72"	"1,87"																	
wärmepumpenheizung altbau kosten	EUR	50	0%	0%	Mittel	52																			
luft wärmepumpen kosten	EUR	50	0%	0%	Hoch	93																			
wärmepumpe test altbau	EUR	500	0%	900%	Hoch	98	"1,07"	"3,06"																	
gasheizung komplett set 24 kw	EUR	50	0%	0%	Hoch	100																			
wärmepumpen altbau test	EUR	50	0%	0%	Hoch	89	"1,19"	"3,06"																	
kosten anschaffung wärmepumpe	EUR	50	0%	0%	Hoch	72	"1,38"	"3,85"																	
wärmepumpe für altbau ohne fußbodenheizung viessmann	EUR	50	0%	0%	Hoch	88	"0,88"	"2,09"																	
buderus wärmepumpe warmwasser	EUR	500	0%	0%	Hoch	100	"0,31"	"1,54"																	
förderung luft luft wärmepumpe 2022	EUR	50	∞	0%	Hoch	71																			
heizkosten wärmepumpe pro qm	EUR	500	0%	-90%	Mittel	65	"0,65"	"1,86"																	
wärmepumpe bezuschussung	EUR	50	0%	0%	Hoch	77	"1,06"	"3,98"																	
förderung wärmepumpe klimaanlage	EUR	50	0%	0%	Mittel	65	"0,38"	"2,58"																	
wärmepumpe für altbau test	EUR	50	0%	0%	Hoch	85	"0,99"	"2,84"																	
wärmepumpe 4 familienhaus kosten	EUR	50	0%	0%	Hoch	82	"1,19"	"4,11"																	
split wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,52"	"1,62"																	
durchlauferhitzer für warmwasser	EUR	5000	0%	0%	Hoch	100	"0,17"	"0,58"																	
luft wasser wärmepumpe vaillant preis	EUR	50	0%	0%	Hoch	96	"0,94"	"2,81"																	
vaillant luftwärmepumpe wartung	EUR	50	0%	0%	Mittel	38																			
berechnung stromverbrauch wärmepumpe	EUR	500	0%	0%	Hoch	72	"0,51"	"1,92"																	
gasheizung hybrid wärmepumpe	EUR	50	0%	0%	Hoch	97	"0,97"	"2,77"																	
luftwärmepumpe kosten strom	EUR	50	0%	0%	Mittel	63	"0,64"	"2,32"																	
wärmepumpe gesamtkosten	EUR	50	-90%	0%	Hoch	76	"1,69"	"4,85"																	
wärmepumpe plus photovoltaik kosten	EUR	50	0%	0%	Hoch	83	"2,30"	"11,51"																	
wärmepumpe kfw kredit	EUR	50	-90%	0%	Hoch	70	"0,54"	"4,73"																	
wärmepumpenheizung komplettpreis	EUR	50	0%	0%	Hoch	90	"1,23"	"4,53"																	
wieviel kostet eine wärmepumpenheizung	EUR	50	0%	0%	Hoch	79	"1,02"	"3,28"																	
luft wärmepumpe warmwasser kosten	EUR	50	0%	0%	Hoch	100	"0,88"	"1,71"																	
erdsonde wärmepumpe stromverbrauch	EUR	50	0%	0%	Mittel	43																			
zuschuss erdwärmepumpe	EUR	5000	0%	0%	Hoch	79	"1,00"	"3,18"																	
luftwärmepumpe vaillant kosten	EUR	50	-100%	-100%	Unbekannt																				
kostenvergleich wärmepumpen	EUR	50	0%	0%	Hoch	86	"1,93"	"7,14"																	
umbau elektroheizung auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	75	"1,31"	"3,71"																	
viessmann wärmepumpe für altbau	EUR	50	-90%	0%	Hoch	86	"1,02"	"2,81"																	
wärmepumpe nachträglich einbauen kosten	EUR	50	0%	0%	Hoch	82	"2,32"	"5,73"																	
ochsner luftwärmepumpe preis	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch wärmepumpe mehrfamilienhaus	EUR	50	0%	0%	Mittel	50	"0,15"	"1,60"																	
gasbrennwerttherme mit wärmepumpe	EUR	50	0%	0%	Hoch	86	"0,88"	"2,49"																	
kfw förderung luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	78	"0,25"	"2,66"																	
viessmann wärmepumpe förderung	EUR	50	0%	0%	Hoch	72	"1,15"	"3,38"																	
neubau heizung förderung	EUR	50	0%	0%	Mittel	65	"0,77"	"2,64"																	
vaillant förderung wärmepumpe	EUR	50	0%	0%	Hoch	67	"1,22"	"2,81"																	
energieverbrauch luftwärmepumpe	EUR	50	0%	0%	Mittel	60	"0,28"	"1,50"																	
fördersatz wärmepumpe	EUR	50	0%	0%	Hoch	71	"0,61"	"2,86"																	
monatliche kosten wärmepumpe	EUR	500	-90%	0%	Hoch	73	"0,81"	"2,99"																	
förderung wärmepumpe bei austausch gasheizung	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe im altbau	EUR	500	0%	0%	Hoch	100	"1,20"	"3,83"																	
wasser heizen mit strom	EUR	50	0%	0%	Hoch	100	"0,40"	"1,86"																	
wärmepumpe komplettpaket preis	EUR	500	0%	9900%	Hoch	100	"1,28"	"4,18"																	
bestehende ölheizung mit wärmepumpe kombinieren förderung	EUR	500	0%	0%	Mittel	64	"0,80"	"2,43"																	
daikin wärmepumpe kosten	EUR	50	0%	0%	Hoch	100	"1,10"	"3,40"																	
wärmepumpe an gasheizung	EUR	50	0%	0%	Hoch	86																			
luftwärmeheizung kosten	EUR	50	0%	0%	Hoch	94	"1,63"	"10,48"																	
wärmepumpe 20kw preis	EUR	50	0%	900%	Hoch	100	"1,55"	"3,89"																	
luft luft wärmepumpen förderung	EUR	50	0%	0%	Hoch	79	"0,60"	"2,75"																	
wärmepumpe im bestandsbau	EUR	50	0%	0%	Mittel	54	"1,31"	"3,83"																	
bosch gasheizung mit warmwasserspeicher	EUR	50	0%	0%	Hoch	100	"0,61"	"1,83"																	
einbau wärmepumpe altbau	EUR	50	0%	0%	Hoch	82	"0,97"	"4,72"																	
nibe wärmepumpe preisliste	EUR	50	0%	0%	Hoch	100	"0,30"	"1,74"																	
kosten austausch wärmepumpe	EUR	50	0%	0%	Hoch	69	"2,22"	"5,38"																	
kosten hybrid wärmepumpe	EUR	500	0%	0%	Hoch	99	"1,05"	"2,92"																	
wärmepumpe bosch altbau	EUR	50	0%	0%	Hoch	89	"1,44"	"4,63"																	
umstellung ölheizung auf wärmepumpe förderung	EUR	50	0%	0%	Hoch	79	"2,65"	"5,03"																	
heizkörper mit strom und wasser	EUR	50	0%	0%	Hoch	100	"0,59"	"1,72"																	
förderung von öl auf wärmepumpe	EUR	50	0%	0%	Hoch	80	"4,10"	"8,04"																	
ewe strom wärmepumpe	EUR	50	0%	0%	Hoch	73	"1,02"	"3,03"																	
wärmepumpe für 100m2 preis	EUR	50	0%	0%	Hoch	100	"1,40"	"5,35"																	
wieviel strom verbraucht eine wärmepumpe im jahr	EUR	500	0%	0%	Hoch	73	"0,39"	"1,68"																	
förderung ölheizung wärmepumpe	EUR	50	0%	0%	Hoch	76	"1,11"	"5,49"																	
wärmepumpe strombedarf	EUR	50	0%	0%	Mittel	65	"0,42"	"1,88"																	
hochtemperatur wärmepumpe für altbau vaillant	EUR	50	0%	0%	Hoch	100																			
trinkwasser wärmepumpe förderung	EUR	50	0%	0%	Hoch	92	"0,53"	"2,11"																	
wärmepumpe für gasheizung nachrüsten	EUR	50	0%	∞	Hoch	100	"1,06"	"4,25"																	
warmwasser wärmepumpe photovoltaik	EUR	50	0%	0%	Hoch	100	"0,68"	"1,75"																	
vaillant wärmepumpe altbau kosten	EUR	50	0%	0%	Hoch	86																			
hocheffizienz wärmepumpe altbau	EUR	50	0%	0%	Hoch	100	"1,24"	"2,04"																	
wärmepumpe plus gasheizung	EUR	50	0%	0%	Hoch	78	"0,79"	"2,21"																	
bafa förderung wärmepumpe telefonnummer	EUR	50	0%	0%	Niedrig	7																			
wärmepumpe hybrid förderung	EUR	50	0%	0%	Hoch	79	"1,06"	"3,01"																	
wärmepumpe neubau kosten	EUR	50	0%	0%	Hoch	90	"1,72"	"5,88"																	
altbau mit wärmepumpe heizen	EUR	50	0%	0%	Hoch	90	"0,81"	"2,15"																	
wärmepumpe verbrauch rechner	EUR	50	0%	0%	Hoch	70	"0,62"	"1,53"																	
wärmepumpe 8 kw preis	EUR	500	0%	900%	Hoch	100	"1,36"	"4,19"																	
wieviel kwh braucht eine wärmepumpe	EUR	50	0%	0%	Hoch	72	"0,68"	"2,16"																	
buderus ölheizung mit solarthermie	EUR	50	0%	0%	Hoch	100	"0,35"	"1,74"																	
kosten erdsonde wärmepumpe	EUR	500	0%	0%	Hoch	77	"1,10"	"3,83"																	
bafa förderung elektroheizung	EUR	50	∞	0%	Mittel	40																			
zuschuss bei wärmepumpe	EUR	50	0%	0%	Hoch	83	"0,95"	"3,53"																	
wärmepumpenheizkörper ohne strom	EUR	50	0%	0%	Hoch	99	"0,30"	"1,12"																	
lg wärmepumpe 16 kw stromverbrauch	EUR	50	0%	0%	Hoch	76																			
vitocal wärmepumpe altbau	EUR	50	0%	0%	Hoch	100																			
förderantrag für wärmepumpe	EUR	50	0%	0%	Hoch	81	"0,98"	"4,03"																	
ölheizung wärmepumpe umrüsten kosten	EUR	50	0%	0%	Hoch	86	"2,25"	"5,74"																	
wärmepumpe einfamilienhaus nachrüsten	EUR	50	0%	∞	Hoch	86																			
hybrid wärmepumpe förderung	EUR	50	0%	0%	Hoch	80	"1,06"	"3,18"																	
lohnt sich wärmepumpe im altbau	EUR	50	0%	0%	Hoch	81	"0,97"	"2,94"																	
wärmepumpe innenaufstellung vor und nachteile	EUR	50	0%	0%	Mittel	52	"0,09"	"2,00"																	
vaillant wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	96	"1,63"	"6,27"																	
jahresarbeitszahl wärmepumpe altbau	EUR	500	-90%	0%	Hoch	69	"0,55"	"1,51"																	
kosten wärmepumpe für mehrfamilienhaus	EUR	50	0%	0%	Hoch	77	"1,54"	"4,91"																	
wärmepumpe staatliche förderung 2022	EUR	50	∞	0%	Hoch	71																			
energieverbrauch wärmepumpe pro jahr	EUR	50	0%	0%	Hoch	73	"0,38"	"1,93"																	
wärmepumpe im keller kosten	EUR	50	0%	0%	Hoch	84	"0,77"	"2,70"																	
förderung erdwärmebohrung	EUR	50	-90%	0%	Mittel	65	"0,84"	"2,62"																	
erdwärmepumpen preise	EUR	5000	0%	0%	Hoch	100	"1,16"	"3,42"																	
kosten wärmepumpe luft	EUR	50	0%	0%	Hoch	100	"1,16"	"5,95"																	
waermepumpe foerderung	EUR	50000	0%	0%	Hoch	78	"1,55"	"5,88"																	
gasheizung kosten 2023	EUR	50	-100%	-100%	Unbekannt																				
erdreich wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
luftwärmepumpe vor und nachteile	EUR	50	0%	0%	Mittel	60	"0,33"	"1,75"																	
wärmepumpe kosten für einfamilienhaus	EUR	50	0%	0%	Hoch	77	"1,51"	"3,96"																	
wärmepumpe in kombination mit gasheizung	EUR	50	0%	0%	Hoch	91	"1,16"	"3,75"																	
kosten umbau gas auf wärmepumpe	EUR	50	0%	0%	Hoch	81	"2,63"	"7,29"																	
elektrische wärmepumpe kosten	EUR	50	0%	0%	Hoch	80	"1,97"	"5,02"																	
luftwärmepumpe stromverbrauch pro tag	EUR	50	0%	0%	Hoch	79																			
staatliche förderung fernwärme	EUR	50	0%	0%	Hoch	67	"0,28"	"1,34"																	
strom erdwärmepumpe	EUR	500	0%	0%	Hoch	82	"0,74"	"2,74"																	
wärmepumpe für alte heizkörper	EUR	50	0%	0%	Hoch	92	"1,67"	"4,05"																	
preis wärmepumpe altbau	EUR	50	0%	0%	Hoch	76	"0,82"	"2,68"																	
wärmepumpe in altem haus	EUR	50	0%	0%	Hoch	82	"1,11"	"3,65"																	
umrüstung gasheizung auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	85	"1,31"	"5,55"																	
photovoltaikanlage mit wärmepumpe kosten	EUR	50	0%	0%	Hoch	86	"3,66"	"9,26"																	
daikin altherma 3 h mt stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
kosten heizung wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	72	"1,56"	"4,99"																	
von gas auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
kfw förderung wärmepumpe privathaushalt	EUR	50	0%	0%	Hoch	68	"0,25"	"1,87"																	
wärmepumpe inkl photovoltaik kosten	EUR	50	0%	0%	Hoch	84	"3,43"	"11,26"																	
erdwärme kosten bohrung	EUR	500	0%	0%	Hoch	71	"0,58"	"2,37"																	
photovoltaik und luftwärmepumpe	EUR	50	0%	0%	Hoch	81	"4,55"	"12,23"																	
stromverbrauch luftwärmepumpe berechnen	EUR	50	0%	0%	Hoch	86																			
fördermittel wärmepumpe beantragen	EUR	50	0%	0%	Hoch	84	"0,92"	"4,45"																	
kleine warmwasser wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,36"	"1,55"																	
split wärmepumpe altbau	EUR	50	0%	0%	Hoch	100	"0,55"	"2,40"																	
wärmepumpen für altbau test	EUR	50	0%	0%	Hoch	85	"0,99"	"2,84"																	
erdwärmepumpenheizung kosten	EUR	50	-100%	-100%	Unbekannt																				
förderfähige luft luft wärmepumpe	EUR	50	0%	0%	Hoch	82	"0,74"	"2,82"																	
wärmepumpe heizkosten	EUR	500	-90%	0%	Mittel	60	"0,92"	"2,60"																	
knv wärmepumpe preis	EUR	50	-100%	-100%	Unbekannt																				
luft wasser wärmepumpe mit photovoltaik kosten	EUR	50	-100%	-100%	Unbekannt																				
wärmepumpe buderus preise	EUR	500	-90%	-90%	Hoch	99	"1,01"	"3,40"																	
wärmepumpen im altbau sinnvoll	EUR	50	0%	0%	Hoch	86																			
strombedarf wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	78	"0,45"	"1,97"																	
staatliche förderung bei wärmepumpen	EUR	50	0%	0%	Hoch	73	"1,40"	"4,45"																	
gas und wärmepumpe hybrid	EUR	50	0%	0%	Hoch	86	"1,19"	"9,48"																	
luft wasser wärmepumpe warmwasser	EUR	50	0%	0%	Hoch	100	"0,58"	"2,47"																	
kosten wärmepumpe mit erdsonde	EUR	500	0%	0%	Hoch	77	"1,10"	"3,83"																	
warmwasser wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,31"	"2,02"																	
energiekosten wärmepumpe	EUR	50	-90%	0%	Hoch	76	"0,68"	"2,11"																	
stromverbrauch warmwasser wärmepumpe	EUR	500	0%	0%	Hoch	80	"0,20"	"1,17"																	
wärmepumpe verbrauch berechnen	EUR	50	0%	0%	Hoch	78	"0,58"	"2,09"																	
kosten umbau gasheizung auf wärmepumpe	EUR	50	0%	0%	Hoch	78	"1,91"	"6,99"																	
wärmepumpe voraussetzungen altbau	EUR	50	0%	0%	Hoch	83	"0,86"	"2,26"																	
wärmepumpe luft luft altbau	EUR	50	0%	0%	Hoch	97																			
pellet wärmepumpe hybrid kosten	EUR	50	0%	0%	Hoch	97	"1,04"	"2,21"																	
preis wärmepumpe vaillant	EUR	50	0%	0%	Hoch	95	"0,51"	"2,38"																	
förderung wärmepumpe hybrid	EUR	50	0%	0%	Hoch	74	"1,11"	"3,05"																	
wärmepumpe zur unterstützung der gasheizung	EUR	50	0%	0%	Hoch	100	"1,36"	"3,55"																	
wärmepumpe innenaufstellung altbau	EUR	50	0%	900%	Hoch	100	"0,69"	"1,77"																	
wärmepumpe hoval preise	EUR	50	0%	0%	Niedrig	4																			
kombi wärmepumpe gas	EUR	50	0%	0%	Hoch	100																			
fördermittel luftwärmepumpe	EUR	50	0%	0%	Hoch	79																			
wärmepumpe altbau mit heizkörper	EUR	50	0%	0%	Hoch	93	"1,18"	"3,25"																	
wärmepumpe luft wasser altbau	EUR	50	0%	0%	Hoch	100	"1,30"	"3,73"																	
wärmepumpe bestandsgebäude kosten	EUR	50	0%	0%	Hoch	83	"1,98"	"5,54"																	
einbau einer wärmepumpe kosten	EUR	50	0%	0%	Hoch	85	"1,15"	"4,45"																	
bafa förderung austausch wärmepumpe	EUR	50	0%	0%	Mittel	62	"0,58"	"2,21"																	
erdwärme stromtarif	EUR	50	0%	0%	Hoch	84	"0,87"	"2,58"																	
wärmepumpenboiler 400 liter preis	EUR	50	∞	∞	Hoch	100																			
erdsondenheizung stromverbrauch	EUR	50	-100%	0%	Unbekannt																				
wärmepumpe heizung kosten förderung	EUR	50	∞	0%	Niedrig	19																			
kosten hochtemperatur wärmepumpe	EUR	50	0%	0%	Hoch	84	"1,43"	"4,76"																	
sole wärmepumpe kosten bohrung	EUR	50	0%	0%	Mittel	39	"0,63"	"2,89"																	
wärmepumpe kosten viessmann	EUR	50	0%	0%	Hoch	96	"1,41"	"3,36"																	
luftwärmepumpe mit fußbodenheizung kosten	EUR	50	0%	0%	Mittel	66	"1,75"	"5,51"																	
wärmepumpe gasheizung ersetzen	EUR	50	0%	0%	Hoch	79	"2,31"	"6,09"																	
wärmepumpe fördergelder	EUR	50	0%	0%	Hoch	70	"1,01"	"4,76"																	
erdwärme für altbau	EUR	50	0%	0%	Hoch	76	"1,12"	"3,29"																	
wieviel strom braucht eine wärmepumpe pro jahr	EUR	50	0%	0%	Hoch	78	"0,31"	"2,02"																	
alternative wärmepumpe altbau	EUR	50	0%	0%	Hoch	88	"1,45"	"3,96"																	
heizkosten mit wärmepumpe	EUR	50	0%	0%	Mittel	65	"0,61"	"1,87"																	
gastherme ersetzen durch wärmepumpe	EUR	50	0%	0%	Hoch	84	"1,66"	"5,38"																	
brauchwasserwärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,20"	"1,40"																	
heizung auf wärmepumpe umrüsten kosten	EUR	50	0%	0%	Hoch	80	"1,99"	"6,40"																	
gibt es wärmepumpen für altbauten	EUR	50	0%	0%	Hoch	88	"1,09"	"2,65"																	
wärmepumpe und pv anlage kosten	EUR	50	0%	0%	Hoch	81	"3,84"	"13,89"																	
wärmepumpe für zweifamilienhaus kosten	EUR	50	0%	0%	Hoch	95	"1,35"	"3,31"																	
wärmepumpe einfamilienhaus stromverbrauch	EUR	50	0%	0%	Hoch	69	"0,45"	"1,79"																	
stromverbrauch einfamilienhaus luftwärmepumpe	EUR	50	∞	0%	Niedrig	17																			
luftwärmepumpe kosten förderung	EUR	50	0%	0%	Hoch	80	"2,07"	"6,94"																	
weishaupt wärmepumpe altbau	EUR	50	0%	0%	Hoch	98	"0,79"	"1,95"																	
warmwasser wärmepumpe sinnvoll	EUR	500	0%	0%	Hoch	100	"0,29"	"1,43"																	
beste luftwärmepumpe für altbau	EUR	50	0%	0%	Hoch	94	"1,25"	"4,15"																	
wärmepumpenpreise	EUR	50	0%	0%	Hoch	99	"1,42"	"4,36"																	
gasbrennwertheizung mit wärmepumpe	EUR	50	0%	0%	Hoch	79	"0,88"	"1,47"																	
brauchwasserwärmepumpe stromverbrauch	EUR	500	0%	0%	Mittel	65	"0,16"	"0,95"																	
vaillant hybridheizung gas wärmepumpe kosten	EUR	50	0%	0%	Hoch	99	"0,95"	"2,17"																	
kosten luft wärmepumpe mit einbau	EUR	50	-90%	0%	Mittel	60	"1,82"	"5,76"																	
wärmepumpe bosch preis	EUR	50	-90%	0%	Hoch	100	"0,96"	"2,78"																	
luft wasser wärmepumpe 12 kw preis	EUR	50	0%	0%	Hoch	100	"2,43"	"4,11"																	
wärmepumpe 25 kw stromverbrauch	EUR	50	0%	0%	Hoch	84	"0,71"	"2,55"																	
warmwasser wärmepumpe mit solar	EUR	50	0%	0%	Hoch	100	"1,23"	"3,26"																	
